"Class","Manufacturer","carline name","displ","cyl","trans","drv","bidx","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"COMPACT CARS","TOYOTA","PRIUS",1.5,4,"Auto(AV)","F",17,52,45,48,57.3,57.9,57.57,"R",,,,,,89,12,,,468,,,4,4
"COMPACT CARS","VOLKSWAGEN","GOLF",1.9,4,"Auto(L4)","F",3,34,45,38,38.04,57.14,44.77,"D",,"T",,,,,,88,18,572,,"CLKUP",2,4
"COMPACT CARS","VOLKSWAGEN","GOLF",1.9,4,"Manual(M5)","F",3,42,49,45,46.54,62.79,52.68,"D",,"T",,,,,,88,18,483,,,2,4
"COMPACT CARS","VOLKSWAGEN","GOLF",2,4,"Auto(L4)","F",1,23,29,25,25.18,37.29,29.49,"R",,,,,,,,88,18,900,,"CLKUP",2,4
"COMPACT CARS","VOLKSWAGEN","GOLF",2,4,"Manual(M5)","F",1,24,31,27,27.03,39.78,31.59,"R",,,,,,,,88,18,832,,,2,4
"COMPACT CARS","VOLKSWAGEN","GTI",2.8,6,"Manual(M6)","F",5,21,30,24,23.69,37.83,28.48,"R",,,,,,,,88,18,938,,,4,4
"COMPACT CARS","VOLKSWAGEN","GTI",1.8,4,"Manual(M5)","F",12,24,31,27,26.96,39.12,31.34,"P",,"T",,,,,,88,18,916,,,5,4
"COMPACT CARS","VOLKSWAGEN","GTI",1.8,4,"Auto(S5)","F",12,22,29,25,24.28,37.29,28.8,"P",,"T",,,,,,88,18,990,,"CLKUP",5,4
"COMPACT CARS","VOLKSWAGEN","GTI",2.8,6,"Manual(M5)","F",2,20,28,23,22.3,36.5,27.03,"R",,,,,,,,88,18,979,,,2,4
"COMPACT CARS","VOLKSWAGEN","JETTA",2.8,6,"Auto(L5)","F",5,21,31,25,23.5,39.6,28.76,"R",,,,,,87,13,,,900,,"CLKUP",4,4
"COMPACT CARS","VOLKSWAGEN","JETTA",2.8,6,"Manual(M6)","F",5,21,30,24,23.69,37.83,28.48,"R",,,,,,87,13,,,938,,,4,4
"COMPACT CARS","VOLKSWAGEN","JETTA",1.8,4,"Manual(M5)","F",12,24,31,27,26.5,40.09,31.27,"P",,"T",,,,87,13,,,916,,,5,4
"COMPACT CARS","VOLKSWAGEN","JETTA",1.8,4,"Auto(S5)","F",12,22,29,25,24.28,37.29,28.8,"P",,"T",,,,87,13,,,990,,"CLKUP",5,4
"COMPACT CARS","VOLKSWAGEN","JETTA",1.9,4,"Auto(L4)","F",3,34,45,38,38.04,57.14,44.77,"D",,"T",,,,87,13,,,572,,"CLKUP",2,4
"COMPACT CARS","VOLKSWAGEN","JETTA",1.9,4,"Manual(M5)","F",3,42,49,45,46.54,62.79,52.68,"D",,"T",,,,87,13,,,483,,,2,4
"COMPACT CARS","VOLKSWAGEN","JETTA",2,4,"Auto(L4)","F",1,23,29,25,25.18,37.29,29.49,"R",,,,,,87,13,,,900,,"CLKUP",2,4
"COMPACT CARS","VOLKSWAGEN","JETTA",2,4,"Manual(M5)","F",1,24,31,27,27.03,39.78,31.59,"R",,,,,,87,13,,,832,,,2,4
"COMPACT CARS","VOLKSWAGEN","JETTA",2.8,6,"Auto(L4)","F",2,19,26,21,20.76,32.79,24.86,"R",,,,,,87,13,,,1071,,"CLKUP",2,4
"COMPACT CARS","VOLKSWAGEN","JETTA",2.8,6,"Manual(M5)","F",2,19,28,23,21.62,36.1,26.38,"R",,,,,,87,13,,,979,,,2,4
"COMPACT CARS","VOLKSWAGEN","PASSAT 4MOTION",2.8,6,"Auto(S5)",4,11,19,26,22,20.98,33.44,25.21,"P",,,,,,95,11,,,1126,,"CLKUP",5,4
"COMPACT CARS","VOLVO","C70 COUPE",2.3,5,"Auto(L5)","F",2,21,29,24,22.9,36.6,27.54,"P",,"T",,91,13,,,,,1032,,"CLKUP",4,4
"COMPACT CARS","VOLVO","C70 COUPE",2.3,5,"Manual(M5)","F",2,20,27,23,22.3,34.7,26.57,"P",,"T",,91,13,,,,,1077,,,4,4
"COMPACT CARS","VOLVO","S40",1.9,4,"Auto(L5)","F",4,22,30,25,23.9,37.9,28.66,"P",,"T",,,,88,13,,,990,,"CLKUP",4,4
"COMPACT CARS","VOLVO","S60 AWD",2.4,5,"Auto(S5)",4,3,19,26,22,21.58,33.51,25.69,"P",,"T",,,,94,14,,,1126,,"2MODE CLKUP",4,4
"COMPACT CARS","VOLVO","S60 FWD",2.3,5,"Manual(M5)","F",2,20,27,23,22.3,34.7,26.57,"P",,"T",,,,94,14,,,1077,,,4,4
"COMPACT CARS","VOLVO","S60 FWD",2.3,5,"Auto(S5)","F",2,21,29,24,22.9,36.6,27.54,"P",,"T",,,,94,14,,,1032,,"2MODE CLKUP",4,4
"COMPACT CARS","VOLVO","S60 FWD",2.4,5,"Auto(L5)","F",1,21,28,23,22.9,36.2,27.44,"P",,"T",,,,94,14,,,1077,,"CLKUP",4,4
"COMPACT CARS","VOLVO","S60 FWD",2.4,5,"Auto(L5)","F",8,21,28,24,23.35,36.02,27.74,"P",,,,,,94,14,,,1032,,"CLKUP",4,4
"COMPACT CARS","VOLVO","S60 FWD",2.4,5,"Manual(M5)","F",8,21,28,24,23.7,35.4,27.84,"P",,,,,,94,14,,,1032,,,4,4
"MIDSIZE CARS","ACURA","3.2TL",3.2,6,"Auto(S5)","F",70,19,29,23,21.61,37.64,26.73,"P",,,,,,96,14,,,1077,"SOHC-VTEC","2MODE",4,5
"MIDSIZE CARS","ACURA","3.5RL",3.5,6,"Auto(L4)","F",80,18,24,20,19.5,30.3,23.23,"P",,,,,,96,15,,,1238,"SOHC",,4,5
"MIDSIZE CARS","AUDI","A6",3,6,"Auto(AV)","F",20,19,25,21,20.6,32.59,24.69,"P",,,,,,98,15,,,1178,,,5,5
"MIDSIZE CARS","AUDI","A6 QUATTRO",2.7,6,"Manual(M6)",4,21,17,24,20,19.1,31,23.09,"P",,"T",,,,98,15,,,1238,,,5,5
"MIDSIZE CARS","AUDI","A6 QUATTRO",2.7,6,"Auto(S5)",4,21,18,24,20,19.85,31.34,23.77,"P",,"T",,,,98,15,,,1238,,"CLKUP",5,5
"MIDSIZE CARS","AUDI","A6 QUATTRO",3,6,"Auto(L5)",4,20,17,25,20,19.18,32.37,23.49,"P",,,,,,98,15,,,1238,,"CMODE",5,5
"MIDSIZE CARS","AUDI","A6 QUATTRO",4.2,8,"Auto(S5)",4,15,17,25,20,19,31.75,23.19,"P",,,,,,98,15,,,1238,,"CLKUP",5,5
"MIDSIZE CARS","AUDI","A8 QUATTRO",4.2,8,"Auto(S5)",4,15,17,25,20,19,31.75,23.19,"P",,,,,,100,18,,,1238,,"CLKUP",5,5
"MIDSIZE CARS","AUDI","S8 QUATTRO",4.2,8,"Auto(S5)",4,16,15,21,17,16.17,27.35,19.81,"P","G",,,,,100,18,,,1455,"GUZZLER","CLKUP",5,5
"MIDSIZE CARS","BENTLEY","BENTLEY ARNAGE",6.8,8,"Auto(L4)","R",1,10,15,12,11.35,18.7,13.79,"P","G","T",,,,106,12,,,2062,"GUZZLER","EMS 2MODE CLKUP",2,5
"MIDSIZE CARS","BUICK","CENTURY",3.1,6,"Auto(L4)","F",109,20,29,23,22.3,36.65,27.07,"R",,,,,,102,17,,,979,,"CLKUP",2,5
"MIDSIZE CARS","BUICK","REGAL",3.8,6,"Auto(L4)","F",102,18,27,21,19.7,35.1,24.55,"P",,,"S",,,102,17,,,1178,"SUPERCHR","CLKUP",2,5
"MIDSIZE CARS","BUICK","REGAL",3.8,6,"Auto(L4)","F",103,19,29,23,21.4,37.4,26.5,"R",,,,,,102,17,,,979,,"CLKUP",2,5
"MIDSIZE CARS","CADILLAC","ELDORADO",4.6,8,"Auto(L4)","F",222,18,27,21,19.5,34.5,24.24,"R",,,,100,15,,,,,1071,,"CLKUP",4,5
"MIDSIZE CARS","CADILLAC","SEVILLE",4.6,8,"Auto(L4)","F",222,18,27,21,19.5,34.5,24.24,"R",,,,,,104,15,,,1071,,"CLKUP",4,5
"MIDSIZE CARS","CHEVROLET","MALIBU",3.1,6,"Auto(L4)","F",109,20,29,23,22.3,36.65,27.07,"R",,,,,,99,16,,,979,,"CLKUP",2,5
"MIDSIZE CARS","CHEVROLET","MONTE CARLO",3.4,6,"Auto(L4)","F",110,21,32,25,23.7,41,29.25,"R",,,,98,16,,,,,900,,"CLKUP",2,5
"MIDSIZE CARS","CHEVROLET","MONTE CARLO",3.8,6,"Auto(L4)","F",103,19,29,23,21.4,37.4,26.5,"R",,,,98,16,,,,,979,,"CLKUP",2,5
"MIDSIZE CARS","CHRYSLER","SEBRING 4-DR",2.4,4,"Auto(L4)","F",21,21,30,24,23.5,37.9,28.35,"R",,,,,,94,16,,,938,,"CLKUP",4,5
"MIDSIZE CARS","CHRYSLER","SEBRING 4-DR",2.7,6,"Auto(L4)","F",30,20,28,23,22.3,35.7,26.83,"R",,,,,,94,16,,,979,,"CLKUP",4,5
"MIDSIZE CARS","CHRYSLER","SEBRING 4-DR",2.7,6,"Auto(S4)","F",30,20,27,23,22.4,35,26.73,"R",,,,,,94,16,,,979,,"VMODE CLKUP",4,5
"MIDSIZE CARS","DAEWOO","LEGANZA",2.2,4,"Auto(A4)","F",69,20,28,23,21.69,35.5,26.29,"R",,,,,,100,14,,,979,"DOHC-IL4","EMS",2,5
"MIDSIZE CARS","DAEWOO","LEGANZA",2.2,4,"Manual(M5)","F",69,20,28,23,22.29,36.26,26.97,"R",,,,,,100,14,,,979,"DOHC-IL4",,2,5
"MIDSIZE CARS","DODGE","STRATUS 4-DR",2.4,4,"Auto(L4)","F",21,21,30,24,23.5,37.9,28.35,"R",,,,,,94,16,,,938,,"CLKUP",4,5
"MIDSIZE CARS","DODGE","STRATUS 4-DR",2.7,6,"Auto(L4)","F",30,20,28,23,22.3,35.7,26.83,"R",,,,,,94,16,,,979,,"CLKUP",4,5
"MIDSIZE CARS","DODGE","STRATUS 4-DR",2.7,6,"Auto(S4)","F",30,20,27,23,22.4,35,26.73,"R",,,,,,94,16,,,979,,"VMODE CLKUP",4,5
"MIDSIZE CARS","HONDA","ACCORD",2.3,4,"Auto(L4)","F",50,23,30,25,25.1,38.5,29.76,"R",,,,93,14,102,14,,,900,"SOHC",,4,5
"MIDSIZE CARS","HONDA","ACCORD",2.3,4,"Auto(L4)","F",55,23,30,26,25.36,38.48,29.96,"R",,,,93,14,102,14,,,866,"SOHC-VTEC",,4,5
"MIDSIZE CARS","HONDA","ACCORD",2.3,4,"Manual(M5)","F",55,26,32,28,28.4,40.4,32.78,"R",,,,93,14,102,14,,,803,"SOHC-VTEC",,4,5
"MIDSIZE CARS","HONDA","ACCORD",2.3,4,"Manual(M5)","F",50,25,32,27,27.3,40.4,31.96,"R",,,,93,14,102,14,,,832,"SOHC",,4,5
"MIDSIZE CARS","HONDA","ACCORD",3,6,"Auto(L4)","F",58,20,28,23,22.48,35.65,26.96,"R",,,,93,14,102,14,,,979,"SOHC-VTEC",,4,5
"MIDSIZE CARS","HYUNDAI","SONATA",2.4,4,"Auto(L4)","F",2,22,30,25,24.2,38,28.93,"R",,,,,,100,13,,,900,,"2MODE CLKUP",4,5
"MIDSIZE CARS","HYUNDAI","SONATA",2.4,4,"Manual(M5)","F",2,22,30,25,24.9,39.1,29.76,"R",,,,,,100,13,,,900,,,4,5
"MIDSIZE CARS","HYUNDAI","SONATA",2.7,6,"Auto(L4)","F",3,20,27,23,22.2,35.1,26.6,"R",,,,,,100,13,,,979,,"2MODE CLKUP",4,5
"MIDSIZE CARS","HYUNDAI","SONATA",2.7,6,"Manual(M5)","F",3,20,27,23,22.4,34.7,26.65,"R",,,,,,100,13,,,979,,,4,5
"MIDSIZE CARS","HYUNDAI","XG350",3.5,6,"Auto(L5)","F",10,18,26,21,19.7,33.25,24.12,"R",,,,,,103,15,,,1071,,"CLKUP",4,5
"MIDSIZE CARS","INFINITI","I35",3.5,6,"Auto(L4)","F",22,20,26,22,21.76,33.67,25.88,"R",,,,,,102,15,,,1024,,"CLKUP",4,5
"MIDSIZE CARS","INFINITI","Q45",4.5,8,"Auto(S5)","R",31,17,25,20,19.28,31.48,23.35,"P",,,,,,102,14,,,1238,,"CLKUP",4,5
"MIDSIZE CARS","JAGUAR","JAGUAR S-TYPE 3.0 LITRE",3,6,"Auto(L5)","R",100,18,25,20,19.59,32.6,23.88,"P",,,,,,99,12,,,1238,,"2MODE CLKUP",4,5
"MIDSIZE CARS","JAGUAR","JAGUAR S-TYPE 4.0 LITRE",4,8,"Auto(L5)","R",90,17,24,20,19.21,31.1,23.2,"P",,,,,,99,12,,,1238,,"2MODE CLKUP",4,5
"MIDSIZE CARS","JAGUAR","JAGUAR SUPER V8",4,8,"Auto(L5)","R",41,16,22,18,17.69,27.6,21.11,"P","G",,"S",,,102,13,,,1376,"GUZZLER","2MODE",4,5
"MIDSIZE CARS","JAGUAR","JAGUAR VANDEN PLAS",4,8,"Auto(L5)","R",220,17,24,20,19.01,30.35,22.85,"P",,,,,,102,13,,,1238,,"2MODE",4,5
"MIDSIZE CARS","KIA","OPTIMA",2.4,4,"Auto(L4)","F",4,20,27,22,22,34.1,26.18,"R",,,,,,100,13,,,1024,,"2MODE CLKUP",4,5
"MIDSIZE CARS","KIA","OPTIMA",2.4,4,"Manual(M5)","F",4,21,28,24,23.3,36.3,27.78,"R",,,,,,100,13,,,938,,,4,5
"MIDSIZE CARS","KIA","OPTIMA",2.7,6,"Auto(L4)","F",5,18,24,20,20.2,30.4,23.79,"R",,,,,,100,13,,,1125,,"2MODE CLKUP",4,5
"MIDSIZE CARS","KIA","OPTIMA",2.7,6,"Manual(M5)","F",5,19,26,21,20.6,32.7,24.72,"R",,,,,,100,13,,,1071,,,4,5
"MIDSIZE CARS","LEXUS","ES 300",3,6,"Auto(L5)","F",3,21,29,24,23,37.4,27.82,"R",,,,96,15,,,,,938,,"CLKUP",4,5
"MIDSIZE CARS","LEXUS","GS 300/GS 430",3,6,"Auto(S5)","R",12,18,25,21,20.23,32.63,24.4,"P",,,,,,100,15,,,1178,,"2MODE CLKUP",4,5
"MIDSIZE CARS","LEXUS","GS 300/GS 430",4.3,8,"Auto(L5)","R",14,18,23,20,19.92,29.82,23.42,"P",,,,,,100,15,,,1238,,"2MODE CLKUP",4,5
"MIDSIZE CARS","LEXUS","LS 430",4.3,8,"Auto(L5)","R",13,18,25,21,20.4,31.44,24.23,"P",,,,,,102,14,,,1178,,"2MODE 2LKUP",4,5
"MIDSIZE CARS","LINCOLN-MERCURY","LS",3,6,"Auto(S5)","R",406,17,24,20,18.69,31.35,22.84,"P",,,,,,104,13,,,1238,"3.0M","CLKUP",4,5
"MIDSIZE CARS","LINCOLN-MERCURY","LS",3.9,8,"Auto(S5)","R",408,17,24,19,18.35,30.4,22.33,"P",,,,,,104,13,,,1302,"3.9L4V-N","CLKUP",4,5
"MIDSIZE CARS","LINCOLN-MERCURY","LS",3,6,"Auto(L5)","R",400,18,25,21,20,32.6,24.21,"P",,,,,,104,13,,,1178,,"CLKUP",4,5
"MIDSIZE CARS","LINCOLN-MERCURY","LS",3,6,"Manual(M5)","R",402,18,25,21,20.1,32.4,24.24,"P",,,,,,104,13,,,1178,,,4,5
"MIDSIZE CARS","LINCOLN-MERCURY","LS",3.9,8,"Auto(L5)","R",404,17,23,19,18.51,29.9,22.34,"P",,,,,,104,13,,,1302,,"CLKUP",4,5
"MIDSIZE CARS","LINCOLN-MERCURY","SABLE",3,6,"Auto(L4)","F",303,20,28,23,22.3,35.5,26.78,"R",,,,,,102,16,,,979,"FLEX-FUEL","CLKUP",2,5
"MIDSIZE CARS","LINCOLN-MERCURY","SABLE",3,6,"Auto(L4)","F",305,15,20,17,16.6,25.1,19.58,"E",,,,,,102,16,,,2161,"FLEX-FUEL","CLKUP",2,5
"MIDSIZE CARS","LINCOLN-MERCURY","SABLE",3,6,"Auto(L4)","F",300,20,28,23,22.2,35.4,26.68,"R",,,,,,102,16,,,979,"2-Valve","CLKUP",2,5
"MIDSIZE CARS","LINCOLN-MERCURY","SABLE",3,6,"Auto(L4)","F",302,20,27,23,22.1,35.1,26.52,"R",,,,,,102,16,,,979,"4-Valve","CLKUP",4,5
"MIDSIZE CARS","MAZDA",626,2,4,"Auto(L4)","F",5,22,28,24,24.1,35.4,28.14,"R",,,,,,97,14,,,938,,"CLKUP",4,5
"MIDSIZE CARS","MAZDA",626,2,4,"Manual(M5)","F",5,26,32,29,29,41.2,33.46,"R",,,,,,97,14,,,776,,,4,5
"MIDSIZE CARS","MAZDA",626,2.5,6,"Auto(L4)","F",6,20,26,22,22.2,33.5,26.17,"P",,,,,,97,14,,,1126,,"CLKUP",4,5
"MIDSIZE CARS","MAZDA",626,2.5,6,"Manual(M5)","F",6,21,27,23,23.3,34.4,27.26,"P",,,,,,97,14,,,1077,,,4,5
"MIDSIZE CARS","MERCEDES-BENZ","E320",3.2,6,"Auto(L5)","R",55,20,28,23,22.54,36.1,27.12,"P",,,,,,95,15,,,1077,,"EMS 2MODE CLKUP",3,5
"MIDSIZE CARS","MERCEDES-BENZ","E320 4MATIC",3.2,6,"Auto(L5)",4,81,20,27,22,21.95,34.1,26.16,"P",,,,,,95,15,,,1126,,"EMS 2MODE CLKUP",3,5
"MIDSIZE CARS","MERCEDES-BENZ","E430",4.3,8,"Auto(L5)","R",72,17,24,20,19.3,31.4,23.35,"P",,,,,,95,15,,,1238,,"EMS 2MODE CLKUP",3,5
"MIDSIZE CARS","MERCEDES-BENZ","E430 4MATIC",4.3,8,"Auto(L5)",4,83,17,23,19,19.06,29.68,22.72,"P",,,,,,95,15,,,1302,,"EMS 2MODE CLKUP",3,5
"MIDSIZE CARS","MERCEDES-BENZ","E55 AMG",5.4,8,"Auto(L5)","R",74,17,24,20,19.2,30.5,23.04,"P",,,,,,95,15,,,1238,,"EMS 2MODE CLKUP",3,5
"MIDSIZE CARS","MITSUBISHI","DIAMANTE SEDAN",3.5,6,"Auto(L4)","F",50,18,25,20,19.6,31.8,23.69,"P",,,,,,101,14,,,1238,"SOHC","CMODE CLKUP",4,5
"MIDSIZE CARS","MITSUBISHI","GALANT",2.4,4,"Auto(L4)","F",24,21,28,24,23.24,35.8,27.6,"R",,,,,,96,14,,,938,"SOHC","CMODE CLKUP",4,5
"MIDSIZE CARS","MITSUBISHI","GALANT",3,6,"Auto(L4)","F",25,20,27,22,21.9,34.7,26.26,"P",,,,,,96,14,,,1126,"SOHC","CMODE CLKUP",4,5
"MIDSIZE CARS","NISSAN","ALTIMA",2.5,4,"Auto(L4)","F",12,23,29,25,25.15,37.5,29.53,"R",,,,,,103,16,,,900,,"CLKUP",4,5
"MIDSIZE CARS","NISSAN","ALTIMA",2.5,4,"Manual(M5)","F",12,23,29,26,25.9,37.8,30.17,"R",,,,,,103,16,,,866,,,4,5
"MIDSIZE CARS","NISSAN","ALTIMA",3.5,6,"Auto(L4)","F",21,19,26,21,21.05,32.9,25.12,"R",,,,,,103,16,,,1071,,"CLKUP",4,5
"MIDSIZE CARS","NISSAN","ALTIMA",3.5,6,"Manual(M5)","F",21,21,26,23,23.4,33.6,27.1,"R",,,,,,103,16,,,979,,,4,5
"MIDSIZE CARS","NISSAN","MAXIMA",3.5,6,"Auto(L4)","F",22,20,26,22,21.76,33.67,25.88,"R",,,,,,102,15,,,1024,,"CLKUP",4,5
"MIDSIZE CARS","NISSAN","MAXIMA",3.5,6,"Manual(M6)","F",22,21,28,24,23.4,35.9,27.75,"R",,,,,,102,15,,,938,,,4,5
"MIDSIZE CARS","OLDSMOBILE","AURORA",3.5,6,"Auto(L4)","F",118,18,27,21,20,34.24,24.61,"R",,,,,,105,15,,,1071,,"CLKUP",4,5
"MIDSIZE CARS","OLDSMOBILE","AURORA",4,8,"Auto(L4)","F",114,18,26,21,19.7,33.9,24.28,"R",,,,,,105,15,,,1071,,"CLKUP",4,5
"MIDSIZE CARS","OLDSMOBILE","INTRIGUE",3.5,6,"Auto(L4)","F",111,20,30,24,22.6,38.4,27.74,"R",,,,,,102,17,,,938,,"CLKUP",4,5
"MIDSIZE CARS","PONTIAC","GRAND PRIX",3.8,6,"Auto(L4)","F",102,18,28,21,19.81,35.33,24.69,"P",,,"S",99,16,98,16,,,1178,"SUPERCHR","CLKUP",2,5
"MIDSIZE CARS","PONTIAC","GRAND PRIX",3.1,6,"Auto(L4)","F",109,20,29,23,22.3,36.65,27.07,"R",,,,99,16,98,16,,,979,,"CLKUP",2,5
"MIDSIZE CARS","PONTIAC","GRAND PRIX",3.8,6,"Auto(L4)","F",103,19,29,23,21.4,37.4,26.5,"R",,,,99,16,98,16,,,979,,"CLKUP",2,5
"MIDSIZE CARS","R-R MTR CARS LTD.","ROLLS ROYCE SILVER SERAPH",5.4,12,"Auto(L5)","R",2,12,16,14,13.6,20.8,16.11,"P","G",,,,,106,12,,,1767,"GUZZLER","EMS CLKUP",2,5
"MIDSIZE CARS","SAAB","SAAB 9-3",2,4,"Auto(L4)","F",301,21,29,24,23.2,37.57,28.02,"P",,"T",,,,,,90,22,1032,"B205R","2MODE CLKUP",4,5
"MIDSIZE CARS","SAAB","SAAB 9-3",2,4,"Manual(M5)","F",308,23,33,26,25.56,41.7,30.95,"P",,"T",,,,,,90,22,953,"B205R","SIL",4,5
"MIDSIZE CARS","SAAB","SAAB 9-3 VIGGEN",2.3,4,"Manual(M5)","F",309,19,28,22,21.43,35.74,26.14,"P",,"T",,,,,,90,22,1126,"B235R",,4,5
"MIDSIZE CARS","SAAB","SAAB 9-5",2.3,4,"Auto(L5)","F",304,20,30,23,22.15,37.97,27.26,"P",,"T",,,,99,16,,,1077,"B235R","2MODE CLKUP",4,5
"MIDSIZE CARS","SAAB","SAAB 9-5",2.3,4,"Auto(L5)","F",302,20,29,23,21.82,36.86,26.73,"R",,"T",,,,99,16,,,979,"B235E","2MODE CLKUP",4,5
"MIDSIZE CARS","SAAB","SAAB 9-5",2.3,4,"Manual(M5)","F",310,22,31,25,24.01,39.56,29.17,"R",,"T",,,,99,16,,,900,"B235E","SIL",4,5
"MIDSIZE CARS","SAAB","SAAB 9-5",2.3,4,"Manual(M5)","F",312,21,31,25,23.57,39.64,28.83,"P",,"T",,,,99,16,,,990,"B235R","SIL",4,5
"MIDSIZE CARS","SAAB","SAAB 9-5",3,6,"Auto(L5)","F",306,18,26,21,20.42,33.68,24.81,"P",,"T",,,,99,16,,,1178,"B308E","2MODE CLKUP",4,5
"MIDSIZE CARS","SATURN","L100/200",2.2,4,"Auto(L4)","F",126,24,33,27,26.5,41.68,31.7,"R",,,,,,97,18,,,832,"4 VALVE","CLKUP",4,5
"MIDSIZE CARS","SATURN","L100/200",2.2,4,"Manual(M5)","F",127,25,33,28,27.7,41.8,32.66,"R",,,,,,97,18,,,803,"4 VALVE","SIL",4,5
"MIDSIZE CARS","SATURN","L300",3,6,"Auto(L4)","F",128,21,29,24,22.89,36.87,27.6,"R",,,,,,97,18,,,938,,"CLKUP",4,5
"MIDSIZE CARS","TOYOTA","CAMRY",2.4,4,"Auto(L4)","F",6,23,32,27,26,40.8,31.07,"R",,,,,,102,17,,,832,,"CLKUP",4,5
"MIDSIZE CARS","TOYOTA","CAMRY",2.4,4,"Manual(M5)","F",6,24,33,27,26.8,42.4,32.12,"R",,,,,,102,17,,,832,,,4,5
"MIDSIZE CARS","TOYOTA","CAMRY",3,6,"Auto(L4)","F",8,20,28,23,22.4,35.8,26.94,"R",,,,,,102,17,,,979,,"CLKUP",4,5
"MIDSIZE CARS","VOLKSWAGEN","PASSAT",1.8,4,"Manual(M5)","F",13,22,31,25,24.4,39.7,29.52,"P",,"T",,,,95,15,,,990,,,5,5
"MIDSIZE CARS","VOLKSWAGEN","PASSAT",1.8,4,"Auto(S5)","F",13,21,30,25,23.8,38.9,28.84,"P",,"T",,,,95,15,,,990,,"CLKUP",5,5
"MIDSIZE CARS","VOLKSWAGEN","PASSAT",2.8,6,"Manual(M5)","F",11,20,28,23,21.98,36.1,26.68,"P",,,,,,95,15,,,1077,,,5,5
"MIDSIZE CARS","VOLKSWAGEN","PASSAT",2.8,6,"Auto(S5)","F",11,20,27,22,21.7,35.1,26.2,"P",,,,,,95,15,,,1126,,"CLKUP",5,5
"MIDSIZE CARS","VOLVO","S80/S80 EXECUTIVE",2.9,6,"Auto(L4)","F",5,19,25,22,21.5,32.3,25.31,"P",,,,,,99,15,,,1126,,"CLKUP",4,5
"MIDSIZE CARS","VOLVO","S80/S80 EXECUTIVE",2.9,6,"Auto(S4)","F",6,18,25,21,20,31.7,23.98,"P",,"T",,,,99,15,,,1178,,"2MODE CLKUP",4,5
"LARGE CARS","AUDI","A8 L",4.2,8,"Auto(S5)",4,15,17,25,20,19,31.7,23.18,"P",,,,,,104,18,,,1238,,"CLKUP",5,6
"LARGE CARS","BMW","745I",4.4,8,"Auto(L6)","R",46,18,26,21,20,33.5,24.43,"P",,,,,,104,18,,,1178,,,4,6
"LARGE CARS","BMW","745LI",4.4,8,"Auto(L6)","R",46,18,26,21,20,33.5,24.43,"P",,,,,,105,18,,,1178,,,4,6
"LARGE CARS","BUICK","LESABRE",3.8,6,"Auto(L4)","F",105,20,29,23,21.7,37.2,26.7,"R",,,,,,107,18,,,979,,"CLKUP",2,6
"LARGE CARS","BUICK","PARK AVENUE",3.8,6,"Auto(L4)","F",102,18,27,21,19.7,35.1,24.55,"P",,,"S",,,111,19,,,1178,"SUPERCHR","CLKUP",2,6
"LARGE CARS","BUICK","PARK AVENUE",3.8,6,"Auto(L4)","F",105,20,29,23,21.7,37.2,26.7,"R",,,,,,111,19,,,979,,"CLKUP",2,6
"LARGE CARS","CADILLAC","DEVILLE",4.6,8,"Auto(L4)","F",222,18,27,21,19.5,34.5,24.24,"R",,,,,,115,19,,,1071,,"CLKUP",4,6
"LARGE CARS","CADILLAC","LIMOUSINE",4.6,8,"Auto(L4)","F",119,14,22,17,15.9,27.8,19.69,"R","G",,,,,,,,,1323,"GUZZLER","CLKUP",4,6
"LARGE CARS","CHEVROLET","IMPALA",3.8,6,"Auto(L4)","F",104,18,28,22,20.4,35.8,25.3,"R",,,,,,105,18,,,1024,"POLICE","CLKUP",2,6
"LARGE CARS","CHEVROLET","IMPALA",3.4,6,"Auto(L4)","F",110,21,32,25,23.7,41,29.25,"R",,,,,,105,18,,,900,,"CLKUP",2,6
"LARGE CARS","CHEVROLET","IMPALA",3.8,6,"Auto(L4)","F",103,19,29,23,21.4,37.4,26.5,"R",,,,,,105,18,,,979,,"CLKUP",2,6
"LARGE CARS","CHRYSLER","300 M",3.5,6,"Auto(S4)","F",50,18,26,21,20,33.2,24.36,"R",,,,,,105,17,,,1071,,"VMODE CLKUP",4,6
"LARGE CARS","CHRYSLER","CONCORDE",2.7,6,"Auto(L4)","F",30,20,28,23,22.3,35.7,26.83,"R",,,,,,107,19,,,979,,"CLKUP",4,6
"LARGE CARS","CHRYSLER","CONCORDE",3.5,6,"Auto(L4)","F",50,18,26,21,20.4,33.2,24.68,"R",,,,,,107,19,,,1071,,"CLKUP",4,6
"LARGE CARS","DODGE","INTREPID",2.7,6,"Auto(L4)","F",30,20,28,23,22.3,35.7,26.83,"R",,,,,,104,18,,,979,,"CLKUP",4,6
"LARGE CARS","DODGE","INTREPID",2.7,6,"Auto(S4)","F",30,20,27,23,22.4,35,26.73,"R",,,,,,104,18,,,979,,"VMODE CLKUP",4,6
"LARGE CARS","DODGE","INTREPID",3.5,6,"Auto(L4)","F",50,18,26,21,20.4,33.2,24.68,"R",,,,,,104,18,,,1071,,"CLKUP",4,6
