"CLASS","MFR","CAR LINE","DISPLACEMENT","NUMB CYL","TRANS","DRIVE SYS","INDEX NUMB","CITY MPG (GUIDE)","HWY MPG (GUIDE)","COMB MPG (GUIDE)","UNRND CITY (EPA)","UNRND HWY (EPA)","UNRND COMP (EPA)","FUEL TYPE","GUZLR","TURBO","SPCHGR","AVG 2D PASS VOL","AVG 2D LUGG VOL","AVG 4D PAS VOL","AVG 4D LUGG VOL","AVG HB PAS VOL","AVG HB LUGG VOL","ANL FL CST","ENG BLK TXT","TRANS DESC TXT","VLVS PER CYL","CLS","5C CODE"
"MIDSIZE CARS","VOLVO","S80 AWD",4.4,8,"Auto(S6)",4,16,17,25,20,18.9,31.6,23.07,"P",,,,,,99,15,,,2138," ","2MODE CLKUP ",4,5,
"MIDSIZE CARS","VOLVO","S80 FWD",3.2,6,"Auto(S6)","F",17,18,27,21,20.1,34.6,24.77,"P",,,,,,99,15,,,2035," ","2MODE CLKUP ",4,5,
"LARGE CARS","ALPINA","BMW ALPINA B7",4.4,8,"Auto(S6)","R",44,15,23,18,16.95,29.7,21.01,"P","G",,"S",,,104,18,,,2377," ","3MODE CLKUP ",4,6,
"LARGE CARS","AUDI","A8 L",4.2,8,"Auto(S6)",4,15,18,25,20,19.89,31.5,23.85,"P",,,,,,107,15,,,2138," ","3MODE CLKUP ",4,6,
"LARGE CARS","AUDI","A8 L",6,12,"Auto(S6)",4,16,14,21,17,15.9,26.7,19.44,"P","G",,,,,107,15,,,2514," ","3MODE CLKUP ",4,6,
"LARGE CARS","BENTLEY","ARNAGE LWB",6.7,8,"Auto(S6)","R",22,10,15,12,11.6,19.8,14.26,"P","G","T",,,,111,13,,,3561," ","3MODE CLKUP ",4,6,
"LARGE CARS","BMW","750I",4.8,8,"Auto(S6)","R",48,17,25,20,18.9,31.9,23.14,"P",,,,,,104,18,,,2138," ","3MODE CLKUP ",4,6,
"LARGE CARS","BMW","750LI",4.8,8,"Auto(S6)","R",48,17,25,20,18.9,31.9,23.14,"P",,,,,,105,18,,,2138," ","3MODE CLKUP ",4,6,
"LARGE CARS","BMW","760LI",6,12,"Auto(S6)","R",60,14,22,17,15.81,27.79,19.61,"P","G",,,,,105,18,,,2514," ","3MODE CLKUP ",4,6,
"LARGE CARS","BUICK","LUCERNE",3.8,6,"Auto(L4)","F",106,19,28,22,21.7,38.3,26.96,"R",,,,,,108,17,,,1809," ","CLKUP ",2,6,
"LARGE CARS","BUICK","LUCERNE",4.6,8,"Auto(L4)","F",119,17,25,20,19,31.6,23.15,"R",,,,,,108,17,,,1988,275,"CLKUP ",4,6,
"LARGE CARS","CADILLAC","DTS",4.6,8,"Auto(L4)","F",119,17,25,20,19,31.6,23.15,"R",,,,,,113,19,,,1988,275,"CLKUP ",4,6,
"LARGE CARS","CADILLAC","DTS",4.6,8,"Auto(L4)","F",120,17,24,20,19,31.6,23.15,"R",,,,,,113,19,,,1988,300,"CLKUP ",4,6,
"LARGE CARS","CADILLAC","FUNERAL COACH/HEARSE",4.6,8,"Auto(L4)","F",119,14,20,16,15.7,25.1,18.88,"R","G",,,,,,,,,2484,275,"CLKUP ",4,6,
"LARGE CARS","CADILLAC","LIMOUSINE",4.6,8,"Auto(L4)","F",119,15,20,17,16.15,25.74,19.41,"R","G",,,,,,,,,2337,275,"CLKUP ",4,6,
"LARGE CARS","CHEVROLET","IMPALA",3.5,6,"Auto(L4)","F",146,21,31,24,23.1,39.75,28.47,"R",,,,,,105,19,,,1658," ","CLKUP ",2,6,
"LARGE CARS","CHEVROLET","IMPALA",3.5,6,"Auto(L4)","F",142,16,23,19,17.6,30,21.62,"E",,,,,,105,19,,,1736,320,"CLKUP ",2,6,
"LARGE CARS","CHEVROLET","IMPALA",3.5,6,"Auto(L4)","F",141,21,31,24,23.1,39.75,28.47,"R",,,,,,105,19,,,1658,"400-425","CLKUP ",2,6,
"LARGE CARS","CHEVROLET","IMPALA",3.9,6,"Auto(L4)","F",126,20,29,23,22,36.7,26.84,"R",,,,,,105,19,,,1729," ","CLKUP ",2,6,
"LARGE CARS","CHEVROLET","IMPALA",5.3,8,"Auto(L4)","F",136,18,27,21,20.2,34.1,24.74,"P",,,,,,105,19,,,2035," ","CLKUP ",2,6,
"LARGE CARS","CHEVROLET","MALIBU MAXX",3.5,6,"Auto(L4)","F",146,20,30,24,23.1,39.75,28.47,"R",,,,,,,,106,23,1658," ","CLKUP ",2,6,
"LARGE CARS","CHEVROLET","MALIBU MAXX",3.9,6,"Auto(S4)","F",138,17,24,20,19,30.9,22.98,"R",,,,,,,,106,23,1988," ","2MODE CLKUP ",2,6,
"LARGE CARS","CHRYSLER","300 AWD",3.5,6,"Auto(L5)",4,321,17,24,20,18.8,30.8,22.8,"R",,,,,,,,,,1988," ","CMODE ",4,6,
"LARGE CARS","CHRYSLER","300 AWD",5.7,8,"Auto(L5)",4,330,17,24,20,19.2,30.6,23.07,"R",,,,,,,,,,1988," ","CMODE ",1,6,
"LARGE CARS","CHRYSLER","300/SRT-8",2.7,6,"Auto(L4)","R",400,21,28,24,23.1,35.9,27.51,"R",,,,,,,,,,1658," ","CMODE ",4,6,
"LARGE CARS","CHRYSLER","300/SRT-8",3.5,6,"Auto(L5)","R",411,19,27,22,20.9,34.1,25.31,"R",,,,,,,,,,1809," ","CMODE ",4,6,
"LARGE CARS","CHRYSLER","300/SRT-8",5.7,8,"Auto(L5)","R",420,17,25,20,18.6,32,22.92,"R",,,,,,,,,,1988," ","CMODE ",1,6,
"LARGE CARS","CHRYSLER","300/SRT-8",6.1,8,"Auto(L5)","R",421,14,20,16,15.8,25.3,19.01,"P","G",,,,,,,,,2672," ","CMODE ",1,6,
"LARGE CARS","DODGE","CHARGER",2.7,6,"Auto(L4)","R",400,21,28,24,23.1,35.9,27.51,"R",,,,,,,,,,1658," ","CMODE ",4,6,
"LARGE CARS","DODGE","CHARGER",3.5,6,"Auto(L5)","R",411,19,27,22,20.9,34.1,25.31,"R",,,,,,,,,,1809," ","CMODE ",4,6,
"LARGE CARS","DODGE","CHARGER",5.7,8,"Auto(L5)","R",420,17,25,20,18.6,32,22.92,"R",,,,,,,,,,1988," ","CMODE ",1,6,
"LARGE CARS","DODGE","CHARGER",6.1,8,"Auto(L5)","R",421,14,20,16,15.8,25.3,19.01,"P","G",,,,,,,,,2672," ","CMODE ",1,6,
"LARGE CARS","DODGE","CHARGER AWD",3.5,6,"Auto(L5)",4,321,17,24,20,18.8,30.8,22.8,"R",,,,,,,,,,1988," ","CMODE ",4,6,
"LARGE CARS","DODGE","CHARGER AWD",5.7,8,"Auto(L5)",4,330,17,24,20,19.2,30.6,23.07,"R",,,,,,,,,,1988," ","CMODE ",1,6,
"LARGE CARS","FORD","CROWN VICTORIA",4.6,8,"Auto(L4)","R",325,17,25,20,18.91,31.7,23.11,"R",,,,,,107,21,,,1988," ","CLKUP ",2,6,
"LARGE CARS","FORD","CROWN VICTORIA",4.6,8,"Auto(L4)","R",331,13,17,14,14.19,22.2,16.94,"E",,,,,,107,21,,,2356,"RNG=270","CLKUP ",2,6,
"LARGE CARS","FORD","CROWN VICTORIA",4.6,8,"Auto(L4)","R",330,17,25,20,18.6,31.46,22.8,"R",,,,,,107,21,,,1988,"RNG=380","CLKUP ",2,6,
"LARGE CARS","FORD","FIVE HUNDRED AWD",3,6,"Auto(AV)",4,318,19,25,21,20.67,32.3,24.66,"R",,,,,,108,21,,,1892," ","VMODE CLKUP ",4,6,
"LARGE CARS","FORD","FIVE HUNDRED FWD",3,6,"Auto(L6)","F",314,21,29,24,23.4,37,28.04,"R",,,,,,108,21,,,1658," ","CLKUP ",4,6,
"LARGE CARS","FORD","TAURUS",3,6,"Auto(L4)","F",275,20,27,23,22.1,34.6,26.39,"R",,,,,,103,17,,,1729,3,"CLKUP ",2,6,
"LARGE CARS","HYUNDAI","AZERA",3.8,6,"Auto(L5)","F",11,19,28,22,21.4,35.6,26.08,"R",,,,,,107,17,,,1809,"V6","2MODE CLKUP ",4,6,
"LARGE CARS","HYUNDAI","SONATA",2.4,4,"Auto(L4)","F",2,24,33,27,26.5,42.8,31.98,"R",,,,,,105,16,,,1471," ","2MODE CLKUP ",4,6,
"LARGE CARS","HYUNDAI","SONATA",2.4,4,"Manual(M5)","F",2,24,34,28,27.1,43.7,32.69,"R",,,,,,105,16,,,1419," ",,4,6,
"LARGE CARS","HYUNDAI","SONATA",3.3,6,"Auto(L5)","F",3,20,30,24,22.7,38.2,27.77,"R",,,,,,105,16,,,1658," ","2MODE CLKUP ",4,6,
"LARGE CARS","INFINITI","M35",3.5,6,"Auto(S5)","R",26,18,25,21,19.87,32.17,23.99,"P",,,,,,105,15,,,2035," ","CLKUP ",4,6,
"LARGE CARS","INFINITI","M35X",3.5,6,"Auto(S5)",4,26,17,24,20,19.4,30.5,23.2,"P",,,,,,105,15,,,2138," ","CLKUP ",4,6,
"LARGE CARS","INFINITI","M45",4.5,8,"Auto(S5)","R",32,17,23,20,19.41,29.56,22.96,"P",,,,,,105,15,,,2138," ","CLKUP ",4,6,
"LARGE CARS","JAGUAR","JAGUAR SUPER V8",4.2,8,"Auto(L6)","R",51,17,24,19,18.75,30.4,22.66,"P",,,"S",,,107,15,,,2249," ","2MODE CLKUP ",4,6,
"LARGE CARS","JAGUAR","JAGUAR VDP LWB",4.2,8,"Auto(L6)","R",36,18,27,21,20.05,34.35,24.67,"P",,,,,,107,15,,,2035," ","2MODE CLKUP ",4,6,
"LARGE CARS","JAGUAR","JAGUAR XJ8",4.2,8,"Auto(L6)","R",30,18,27,21,20.35,34.45,24.94,"P",,,,,,105,16,,,2035," ","2MODE CLKUP ",4,6,
"LARGE CARS","JAGUAR","JAGUAR XJ8L",4.2,8,"Auto(L6)","R",31,18,27,21,20.35,34.45,24.94,"P",,,,,,107,15,,,2035," ","2MODE CLKUP ",4,6,
"LARGE CARS","JAGUAR","JAGUAR XJR",4.2,8,"Auto(L6)","R",50,17,24,19,18.75,30.4,22.66,"P",,,"S",,,105,16,,,2249," ","2MODE CLKUP ",4,6,
"LARGE CARS","KIA","AMANTI",3.8,6,"Auto(L5)","F",8,19,26,21,20.7,33.8,25.07,"R",,,,,,106,16,,,1892," ","2MODE CLKUP ",4,6,
"LARGE CARS","LINCOLN-MERCURY","GRAND MARQUIS",4.6,8,"Auto(L4)","R",350,17,25,20,18.91,31.7,23.11,"R",,,,,,107,21,,,1988," ","CLKUP ",2,6,
"LARGE CARS","LINCOLN-MERCURY","GRAND MARQUIS",4.6,8,"Auto(L4)","R",352,13,17,14,14.19,22.2,16.94,"E",,,,,,107,21,,,2356,"RNG=270","CLKUP ",2,6,
"LARGE CARS","LINCOLN-MERCURY","GRAND MARQUIS",4.6,8,"Auto(L4)","R",351,17,25,20,18.6,31.46,22.8,"R",,,,,,107,21,,,1988,"RNG=380","CLKUP ",2,6,
"LARGE CARS","LINCOLN-MERCURY","MONTEGO   AWD",3,6,"Auto(AV)",4,315,19,25,21,20.67,32.3,24.66,"R",,,,,,108,21,,,1892," ","VMODE CLKUP ",4,6,
"LARGE CARS","LINCOLN-MERCURY","MONTEGO   FWD",3,6,"Auto(L6)","F",317,21,29,24,23.4,37,28.04,"R",,,,,,108,21,,,1658," ","CLKUP ",4,6,
"LARGE CARS","LINCOLN-MERCURY","TOWN CAR",4.6,8,"Auto(L4)","R",425,17,25,20,18.91,31.7,23.11,"R",,,,,,109,21,,,1988," ","CLKUP ",2,6,
"LARGE CARS","LINCOLN-MERCURY","TOWN CAR",4.6,8,"Auto(L4)","R",427,13,17,14,14.19,22.2,16.94,"E",,,,,,109,21,,,2356,"RNG=270","CLKUP ",2,6,
"LARGE CARS","LINCOLN-MERCURY","TOWN CAR",4.6,8,"Auto(L4)","R",426,17,25,20,18.6,31.46,22.8,"R",,,,,,109,21,,,1988,"RNG=380","CLKUP ",2,6,
"LARGE CARS","MASERATI","QUATTROPORTE / QP SPORT GT",4.2,8,"Auto(A6)","R",1,13,18,14,13.92,22.55,16.82,"P","G",,,,,121,8,,,3052," ","3MODE ",4,6,
"LARGE CARS","MASERATI","QUATTROPORTE / QP SPORT GT",4.2,8,"Auto(L6)","R",1,13,19,15,14.4,24.15,17.6,"P","G",,,,,121,8,,,2851," ","SIL 3MODE CLKUP",4,6,
"LARGE CARS","MERCEDES-BENZ","MAYBACH 57",5.5,12,"Auto(L5)","R",44,12,17,13,12.8,21.8,15.72,"P","G","T",,,,112,15,,,3287," ","EMS 2MODE CLKUP",3,6,
"LARGE CARS","MERCEDES-BENZ","MAYBACH 57S",6,12,"Auto(L5)","R",46,11,17,13,12.3,21.4,15.21,"P","G","T",,,,112,15,,,3287," ","EMS 2MODE CLKUP",3,6,
"LARGE CARS","MERCEDES-BENZ","MAYBACH 62",5.5,12,"Auto(L5)","R",45,12,17,13,12.8,21.8,15.72,"P","G","T",,,,114,15,,,3287," ","EMS 2MODE CLKUP",3,6,
"LARGE CARS","MERCEDES-BENZ","MAYBACH 62S",6,12,"Auto(L5)","R",47,11,17,13,12.3,21.4,15.21,"P","G","T",,,,114,15,,,3287," ","EMS 2MODE CLKUP",3,6,
"LARGE CARS","MERCEDES-BENZ","S550",5.5,8,"Auto(L7)","R",1,16,24,18,17.4,30.2,21.5,"P","G",,,,,109,16,,,2377," ","EMS 2MODE CLKUP",4,6,
"LARGE CARS","MERCEDES-BENZ","S550 4MATIC",5.5,8,"Auto(L7)",4,37,15,22,18,17.2,28.8,21.01,"P","G",,,,,109,16,,,2377," ","EMS 2MODE CLKUP",4,6,
"LARGE CARS","MERCEDES-BENZ","S600",5.5,12,"Auto(L5)","R",2,12,19,15,13.8,24,17.06,"P","G","T",,,,109,16,,,2851," ","EMS 2MODE CLKUP",3,6,
"LARGE CARS","MERCEDES-BENZ","S65 AMG",6,12,"Auto(S5)","R",8,13,20,15,13.9,25.2,17.41,"P","G","T",,,,109,16,,,2851," ","EMS 2MODE CLKUP",3,6,
"LARGE CARS","TOYOTA","AVALON",3.5,6,"Auto(S5)","F",8,22,31,26,24.8,39.6,29.81,"R",,,,,,107,14,,,1530," ","CLKUP ",4,6,
"SMALL STATION WAGONS","AUDI","A3",2,4,"Manual(M6)","F",2,23,32,27,26.03,40.84,31.1,"P",,"T",,,,89,20,,,1582," ",,4,7,
"SMALL STATION WAGONS","AUDI","A3",2,4,"Auto(S6)","F",4,25,32,28,28.23,40.4,32.65,"P",,"T",,,,89,20,,,1526," ","3MODE CLKUP ",4,7,
"SMALL STATION WAGONS","AUDI","A3 QUATTRO",3.2,6,"Auto(S6)",4,18,21,27,23,23.2,34.6,27.24,"P",,,,,,89,20,,,1860," ","3MODE ",4,7,
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",2,4,"Manual(M6)",4,8,22,31,25,24.6,39.4,29.6,"P",,"T",,,,91,28,,,1710," ",,4,7,
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",2,4,"Auto(S6)",4,8,22,30,25,24.25,38.4,29.07,"P",,"T",,,,91,28,,,1710," ","3MODE CLKUP ",4,7,
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",3.1,6,"Manual(M6)",4,12,17,27,21,19.2,34.2,23.92,"P",,,,,,91,28,,,2035," ",,4,7,
"SMALL STATION WAGONS","AUDI","A4 AVANT QUATTRO",3.1,6,"Auto(S6)",4,12,19,27,22,21.47,34.56,25.88,"P",,,,,,91,28,,,1945," ","3MODE CLKUP ",4,7,
"SMALL STATION WAGONS","AUDI","S4 AVANT",4.2,8,"Manual(M6)",4,10,15,21,17,16.3,27.1,19.86,"P","G",,,,,91,28,,,2514," ",,5,7,
"SMALL STATION WAGONS","AUDI","S4 AVANT",4.2,8,"Auto(S6)",4,10,15,23,18,16.84,28.93,20.74,"P","G",,,,,91,28,,,2377," ","3MODE CLKUP ",5,7,
"SMALL STATION WAGONS","BMW","328I SPORT WAGON",3,6,"Manual(M6)","R",30,20,29,23,21.74,37.71,26.86,"P",,,,,,93,25,,,1860," ",,4,7,
"SMALL STATION WAGONS","BMW","328I SPORT WAGON",3,6,"Auto(S6)","R",30,20,30,24,22.33,38,27.42,"P",,,,,,93,25,,,1783," ","3MODE CLKUP ",4,7,
"SMALL STATION WAGONS","BMW","328XI SPORT WAGON",3,6,"Manual(M6)",4,30,19,28,22,21.19,35.63,25.92,"P",,,,,,93,25,,,1945," ",,4,7,
"SMALL STATION WAGONS","BMW","328XI SPORT WAGON",3,6,"Auto(S6)",4,30,20,27,23,21.84,35.03,26.3,"P",,,,,,93,25,,,1860," ","3MODE CLKUP ",4,7,
"SMALL STATION WAGONS","CHEVROLET","OPTRA   WAGON",2,4,"Auto(A4)","F",1,21,30,24,23.4,38.3,28.37,"R",,,,,,97,19,,,1658," ","EMS ",4,7,
"SMALL STATION WAGONS","CHEVROLET","OPTRA   WAGON",2,4,"Manual(M5)","F",1,22,30,25,24.3,38.3,29.08,"R",,,,,,97,19,,,1590," ","EMS ",4,7,
"SMALL STATION WAGONS","HONDA","FIT",1.5,4,"Auto(L5)","F",2,31,38,34,34.7,49.3,40.04,"R",,,,,,,,90,21,1169," ","CLKUP ",4,7,
"SMALL STATION WAGONS","HONDA","FIT",1.5,4,"Manual(M5)","F",2,33,38,35,36.74,48.2,41.14,"R",,,,,,,,90,21,1137," ",,4,7,
"SMALL STATION WAGONS","HONDA","FIT",1.5,4,"Auto(S5)","F",2,31,37,33,34.3,47.7,39.26,"R",,,,,,,,90,21,1204," ","2MODE CLKUP ",4,7,
"SMALL STATION WAGONS","PONTIAC","VIBE",1.8,4,"Auto(L4)","F",1,29,34,31,31.7,43.8,36.2,"R",,,,,,94,22,,,1284," ","CLKUP ",4,7,
"SMALL STATION WAGONS","PONTIAC","VIBE",1.8,4,"Manual(M5)","F",1,30,36,33,33.5,46.6,38.35,"R",,,,,,94,22,,,1204," ",,4,7,
"SMALL STATION WAGONS","SAAB","9-3 SPORTCOMBI",2,4,"Manual(M6)","F",156,22,30,25,24.2,39,29.18,"P",,"T",,,,,,96,30,1710," ",,4,7,
"SMALL STATION WAGONS","SAAB","9-3 SPORTCOMBI",2,4,"Auto(S5)","F",155,20,30,24,22.6,38.1,27.66,"P",,"T",,,,,,96,30,1783," ","CLKUP ",4,7,
"SMALL STATION WAGONS","SAAB","9-3 SPORTCOMBI",2.8,6,"Manual(M6)","F",160,18,28,21,19.8,36.1,24.85,"R",,"T",,,,,,96,30,1892," ",,4,7,
"SMALL STATION WAGONS","SAAB","9-3 SPORTCOMBI",2.8,6,"Auto(S6)","F",159,17,28,20,18.7,35.8,23.82,"R",,"T",,,,,,96,30,1988," ","3MODE CLKUP ",4,7,
"SMALL STATION WAGONS","SUBARU","IMPREZA WGN/OUTBACK SPT AWD",2.5,4,"Auto(L4)",4,22,21,26,23,23,32.7,26.54,"P",,"T",,,,90,18,,,1860," ","CLKUP ",4,7,
"SMALL STATION WAGONS","SUBARU","IMPREZA WGN/OUTBACK SPT AWD",2.5,4,"Auto(L4)",4,20,23,28,25,25.01,35.39,28.82,"R",,,,,,90,18,,,1590," ","CLKUP ",4,7,
"SMALL STATION WAGONS","SUBARU","IMPREZA WGN/OUTBACK SPT AWD",2.5,4,"Manual(M5)",4,22,20,27,23,22.47,34.76,26.72,"P",,"T",,,,90,18,,,1860," ",,4,7,
"SMALL STATION WAGONS","SUBARU","IMPREZA WGN/OUTBACK SPT AWD",2.5,4,"Manual(M5)",4,20,22,29,25,24.33,36.9,28.73,"R",,,,,,90,18,,,1590," ",,4,7,
"SMALL STATION WAGONS","SUZUKI","FORENZA WAGON",2,4,"Auto(A4)","F",1,21,30,24,23.4,38.3,28.37,"R",,,,,,97,19,,,1658," ","EMS ",4,7,
"SMALL STATION WAGONS","SUZUKI","FORENZA WAGON",2,4,"Manual(M5)","F",1,22,30,25,24.3,38.3,29.08,"R",,,,,,97,19,,,1590," ","EMS ",4,7,
"SMALL STATION WAGONS","SUZUKI","SX4",2,4,"Auto(L4)","F",52,26,33,28,28.52,41.79,33.28,"R",,,,,,89,9,89,9,1419," ","CLKUP ",4,7,
"SMALL STATION WAGONS","SUZUKI","SX4",2,4,"Manual(M5)","F",51,25,30,27,27.66,38.83,31.77,"R",,,,,,89,9,89,9,1471," ",,4,7,
"SMALL STATION WAGONS","SUZUKI","SX4 AWD",2,4,"Auto(L4)",4,56,24,30,26,26.53,39,30.99,"R",,,,,,89,9,89,9,1530," ","CLKUP ",4,7,
"SMALL STATION WAGONS","SUZUKI","SX4 AWD",2,4,"Manual(M5)",4,55,23,28,25,26,36.2,29.78,"R",,,,,,89,9,89,9,1590," ",,4,7,
"SMALL STATION WAGONS","TOYOTA","COROLLA MATRIX",1.8,4,"Auto(L4)","F",3,29,34,31,31.68,43.77,36.18,"R",,,,,,94,22,,,1284," ","CLKUP ",4,7,
"SMALL STATION WAGONS","TOYOTA","COROLLA MATRIX",1.8,4,"Manual(M5)","F",3,30,36,32,33.31,46.42,38.16,"R",,,,,,94,22,,,1240," ",,4,7,
"SMALL STATION WAGONS","VOLVO","V50 AWD",2.5,5,"Manual(M6)",4,3,19,27,22,21.5,34.6,25.92,"P",,"T",,,,,,93,32,1945," ",,4,7,
"SMALL STATION WAGONS","VOLVO","V50 AWD",2.5,5,"Auto(S5)",4,3,20,28,23,22.36,36.2,27,"P",,"T",,,,,,93,32,1860," ","2MODE CLKUP ",4,7,
"SMALL STATION WAGONS","VOLVO","V50 FWD",2.4,5,"Manual(M5)","F",8,22,29,24,24,37.5,28.64,"P",,,,,,,,93,32,1783," ",,4,7,
"SMALL STATION WAGONS","VOLVO","V50 FWD",2.4,5,"Auto(S5)","F",8,22,31,25,24.62,39.23,29.57,"P",,,,,,,,93,32,1710," ","2MODE CLKUP ",4,7,
"SMALL STATION WAGONS","VOLVO","V50 FWD",2.5,5,"Manual(M6)","F",3,21,30,24,23.1,37.9,28.02,"P",,"T",,,,,,93,32,1783," ",,4,7,
"SMALL STATION WAGONS","VOLVO","V50 FWD",2.5,5,"Auto(S5)","F",3,21,30,25,23.72,38.75,28.74,"P",,"T",,,,,,93,32,1710," ","2MODE CLKUP ",4,7,
"MIDSIZE STATION WAGONS","AUDI","A6 AVANT QUATTRO",3.1,6,"Auto(S6)",4,12,19,27,22,20.98,34.22,25.4,"P",,,,,,99,34,,,1945," ","3MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","BMW","530XI SPORT WAGON",3,6,"Manual(M6)",4,30,19,28,22,21.19,35.63,25.92,"P",,,,,,101,34,,,1945," ",,4,8,
"MIDSIZE STATION WAGONS","BMW","530XI SPORT WAGON",3,6,"Auto(S6)",4,30,20,27,23,21.84,35.03,26.3,"P",,,,,,101,34,,,1860," ","3MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","FORD","FOCUS STATION WAG",2,4,"Auto(L4)","F",135,27,34,29,29.56,43.5,34.54,"R",,,,,,96,36,,,1371," ","CLKUP ",4,8,
"MIDSIZE STATION WAGONS","FORD","FOCUS STATION WAG",2,4,"Manual(M5)","F",132,27,37,31,30.2,47,35.99,"R",,,,,,96,36,,,1284,"I4",,4,8,
"MIDSIZE STATION WAGONS","KIA","RONDO",2.4,4,"Auto(L4)","F",10,21,29,24,23.8,36.7,28.27,"R",,,,,,108,35,,,1658," ","2MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","KIA","RONDO",2.7,6,"Auto(L5)","F",11,20,27,23,22.2,35,26.57,"R",,,,,,108,35,,,1729," ","2MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","MAZDA","MAZDA 5",2.3,4,"Manual(M5)","F",9,22,27,24,25,34.8,28.63,"R",,,,,,98,44,,,1658," ",,4,8,
"MIDSIZE STATION WAGONS","MAZDA","MAZDA 5",2.3,4,"Auto(S4)","F",9,21,26,23,23.5,33.5,27.15,"R",,,,,,98,44,,,1729," ","DC/FW",4,8,
"MIDSIZE STATION WAGONS","MAZDA","MAZDA 6 SPORT WAGON",3,6,"Manual(M5)","F",6,19,27,22,21.5,34.5,25.89,"R",,,,,,98,34,,,1809," ",,4,8,
"MIDSIZE STATION WAGONS","MAZDA","MAZDA 6 SPORT WAGON",3,6,"Auto(S6)","F",6,20,27,22,21.82,35.05,26.28,"R",,,,,,98,34,,,1809," ","DC/FW",4,8,
"MIDSIZE STATION WAGONS","MERCEDES-BENZ","E350 4MATIC (WAGON)",3.5,6,"Auto(L5)",4,26,18,24,20,19.8,30.2,23.43,"P",,,,,,96,41,,,2138," ","EMS 2MODE CLKUP",4,8,
"MIDSIZE STATION WAGONS","MERCEDES-BENZ","E63 AMG (WAGON)",6.2,8,"Auto(S7)","R",17,14,20,16,15,25,18.29,"P","G",,,,,96,41,,,2672," ","EMS 2MODE CLKUP",4,8,
"MIDSIZE STATION WAGONS","SAAB","9-5 SPORTCOMBI",2.3,4,"Manual(M5)","F",158,20,30,24,22.6,38.7,27.81,"P",,"T",,,,97,37,,,1783," ",,4,8,
"MIDSIZE STATION WAGONS","SAAB","9-5 SPORTCOMBI",2.3,4,"Auto(S5)","F",157,19,29,23,21.3,37.4,26.42,"P",,"T",,,,97,37,,,1860," ","3MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","SUBARU","LEGACY WAGON AWD",2.5,4,"Manual(M5)",4,22,20,27,23,22.47,34.76,26.72,"P",,"T",,,,97,34,,,1860," ",,4,8,
"MIDSIZE STATION WAGONS","SUBARU","LEGACY WAGON AWD",2.5,4,"Manual(M5)",4,20,22,29,25,24.33,36.9,28.73,"R",,,,,,97,34,,,1590," ",,4,8,
"MIDSIZE STATION WAGONS","SUBARU","LEGACY WAGON AWD",2.5,4,"Auto(S4)",4,20,23,30,26,25.57,38.48,30.12,"R",,,,,,97,34,,,1530," ","2MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","SUBARU","LEGACY WAGON AWD",2.5,4,"Auto(S5)",4,22,19,25,22,21.66,32.44,25.47,"P",,"T",,,,97,34,,,1945," ","2MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",2,4,"Manual(M6)","F",2,23,32,27,26.03,40.84,31.1,"P",,"T",,,,96,36,,,1582," ",,4,8,
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",2,4,"Auto(S6)","F",2,23,31,26,25.54,40.1,30.53,"P",,"T",,,,96,36,,,1646," ","3MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON",3.6,6,"Auto(S6)","F",1,19,28,22,21.17,35.97,25.98,"P",,,,,,96,36,,,1945," ","3MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","VOLKSWAGEN","PASSAT WAGON 4MOTION",3.6,6,"Auto(S6)",4,1,18,26,21,20.4,33.5,24.76,"P",,,,,,96,36,,,2035," ","3MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","VOLVO","V70 AWD",2.5,5,"Auto(L5)",4,3,20,27,23,21.9,35.2,26.39,"P",,"T",,,,,,98,36,1860," ","CLKUP ",4,8,
"MIDSIZE STATION WAGONS","VOLVO","V70 AWD",2.5,5,"Auto(S5)",4,3,20,28,23,22.36,36.2,27,"P",,"T",,,,,,98,36,1860," ","2MODE CLKUP ",4,8,
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.4,5,"Auto(L5)","F",8,21,29,24,23.3,37.27,28.03,"P",,,,,,,,98,36,1783," ","CLKUP ",4,8,
"MIDSIZE STATION WAGONS","VOLVO","V70 FWD",2.4,5,"Manual(M5)","F",8,22,29,24,24,37.5,28.64,"P",,,,,,,,98,36,1783," ",,4,8,
