"Class","Manufacturer","carline name","displ","cyl","trans","drv","cty","hwy","cmb","ucty","uhwy","ucmb","fl","G","T","S","2pv","2lv","4pv","4lv","hpv","hlv","fcost","eng dscr","trans dscr","vpc","cls"
"STANDARD PICKUP TRUCKS 2WD","GMC","C2500 SIERRA 2WD",5.3,8,"Auto(L4)","R",15,19,17,17.1,24.9,19.91,"R",,,,,,,,,,1058,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","GMC","C2500 SIERRA 2WD",6,8,"Auto(L4)","R",12,16,14,13.43,20.37,15.86,"R",,,,,,,,,,1285,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","MAZDA 2500 2WD",2.5,4,"Auto(L4)","R",20,25,22,22.04,31.53,25.49,"R",,,,,,,,,,819,"2.5E-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","MAZDA 2500 2WD",2.5,4,"Manual(M5)","R",22,27,24,24.8,34.1,28.27,"R",,,,,,,,,,751,"2.5E-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","MAZDA B3000 FFV - 2WD",3,6,"Auto(L4)","R",17,22,19,18.45,28.37,21.9,"R",,,,,,,,,,947,"3.0F-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","MAZDA B3000 FFV - 2WD",3,6,"Auto(L4)","R",12,16,14,13.39,20.35,15.83,"E",,,,,,,,,,1446,"3.0F-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","MAZDA B3000 FFV - 2WD",3,6,"Manual(M5)","R",18,23,20,19.51,29.23,22.94,"R",,,,,,,,,,900,"3.0F-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","MAZDA B3000 FFV - 2WD",3,6,"Manual(M5)","R",13,17,15,14.55,21.64,17.07,"E",,,,,,,,,,1351,"3.0F-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","MAZDA B4000   2WD",4,6,"Auto(L5)","R",16,21,18,17.54,26.86,20.78,"R",,,,,,,,,,1001,"4.0E-R","CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","MAZDA","MAZDA B4000   2WD",4,6,"Manual(M5)","R",18,22,20,19.69,28.77,22.95,"R",,,,,,,,,,900,"4.0E-R",,2,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER TRUCK 2WD",2.4,4,"Auto(L4)","R",20,24,21,21.81,30.42,24.99,"R",,,,,,,,,,857,,,4,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER TRUCK 2WD",2.4,4,"Manual(M5)","R",22,26,24,24.92,33.53,28.17,"R",,,,,,,,,,751,,,4,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER TRUCK V6-2WD",3.3,6,"Auto(L4)","R",16,19,17,17.3,24.4,19.91,"R",,,,,,,,,,1058,,"CLKUP",2,12
"STANDARD PICKUP TRUCKS 2WD","NISSAN","FRONTIER TRUCK V6-2WD",3.3,6,"Manual(M5)","R",17,19,17,18.4,24,20.56,"R",,,,,,,,,,1058,,,2,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",2.4,4,"Auto(A4)","R",21,24,22,23.58,30.45,26.25,"R",,,,,,,,,,819,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",2.4,4,"Manual(M5)","R",22,26,23,23.92,33.17,27.35,"R",,,,,,,,,,783,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",2.7,4,"Auto(L4)","R",19,21,20,21.25,27.05,23.52,"R",,,,,,,,,,900,,"2MODE",4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",3.4,6,"Auto(L4)","R",18,21,19,19.66,27.24,22.48,"R",,,,,,,,,,947,,"2MODE CLKUP",4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TACOMA 2WD",3.4,6,"Manual(M5)","R",19,23,21,21,30.1,24.31,"R",,,,,,,,,,857,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TUNDRA 2WD",3.4,6,"Auto(L4)","R",16,19,18,18.09,24.71,20.57,"R",,,,,,,,,,1001,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TUNDRA 2WD",3.4,6,"Manual(M5)","R",16,19,18,18.26,24.95,20.77,"R",,,,,,,,,,1001,,,4,12
"STANDARD PICKUP TRUCKS 2WD","TOYOTA","TOYOTA TUNDRA 2WD",4.7,8,"Auto(L4)","R",15,18,16,16.79,23.47,19.26,"R",,,,,,,,,,1125,,,4,12
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",4.3,6,"Auto(L4)",4,16,20,17,17.25,25.4,20.16,"R",,,,,,,,,,1058,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",4.3,6,"Manual(M5)",4,15,18,16,16.5,22.7,18.81,"R",,,,,,,,,,1125,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",4.8,8,"Auto(L4)",4,15,18,16,16.7,23.1,19.08,"R",,,,,,,,,,1125,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",4.8,8,"Manual(M5)",4,15,19,16,16.6,24.2,19.33,"R",,,,,,,,,,1125,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","K1500 SILVERADO 4WD",5.3,8,"Auto(L4)",4,15,18,16,16.16,22.44,18.49,"R",,,,,,,,,,1125,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","S10 PICKUP 4WD",4.3,6,"Auto(L4)",4,16,21,18,17.7,26.3,20.75,"R",,,,,,,,,,1001,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","CHEVROLET","S10 PICKUP 4WD",4.3,6,"Manual(M5)",4,17,22,18,18.4,27.6,21.65,"R",,,,,,,,,,1001,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",3.9,6,"Auto(L4)",4,14,18,16,16.07,22.92,18.56,"R",,,,,,,,,,1125,,,2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",3.9,6,"Manual(M5)",4,15,19,16,16.68,24.04,19.34,"R",,,,,,,,,,1125,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",4.7,8,"Auto(L4)",4,14,19,16,15.69,24.02,18.59,"R",,,,,,,,,,1125,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",4.7,8,"Manual(M5)",4,14,18,16,15.44,23.34,18.22,"R",,,,,,,,,,1125,,,2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","DAKOTA PICKUP 4WD",5.9,8,"Auto(L4)",4,12,16,13,12.9,20.6,15.51,"R",,,,,,,,,,1384,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",5.2,8,"Auto(L4)",4,12,16,14,13.39,20.89,15.97,"R",,,,,,,,,,1285,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",5.2,8,"Manual(M5)",4,13,17,14,14.4,21.7,16.97,"R",,,,,,,,,,1285,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","DODGE","RAM 1500 PICKUP 4WD",5.9,8,"Auto(L4)",4,12,17,14,13.23,21.89,16.1,"R",,,,,,,,,,1285,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",4.2,6,"Auto(L4)",4,15,19,17,16.8,24.1,19.45,"R",,,,,,,,,,1058,4.20E-04,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",4.2,6,"Manual(M5)",4,15,18,16,16.2,23,18.69,"R",,,,,,,,,,1125,4.20E-04,,2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",4.6,8,"Auto(L4)",4,14,18,16,16.1,23.8,18.84,"R",,,,,,,,,,1125,4.60E-04,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",4.6,8,"Manual(M5)",4,14,18,16,15.4,23.7,18.28,"R",,,,,,,,,,1125,4.60E-04,,2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","F150 PICKUP 4WD",5.4,8,"Auto(L4)",4,14,18,15,15.34,22.63,17.94,"R",,,,,,,,,,1201,5.40E-04,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER FFV - 4WD",3,6,"Auto(L4)",4,15,19,17,16.88,24.37,19.59,"R",,,,,,,,,,1058,"RA4FV30E4G","CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER FFV - 4WD",3,6,"Manual(M5)",4,17,21,19,19.05,27.1,21.99,"R",,,,,,,,,,947,"RA4FV30M5G",,2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",4,6,"Auto(L5)",4,15,19,17,17.11,24.01,19.65,"R",,,,,,,,,,1058,4.00E-04,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","FORD","RANGER PICKUP 4WD",4,6,"Manual(M5)",4,16,20,18,18.15,25.75,20.93,"R",,,,,,,,,,1001,4.00E-04,,2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.3,6,"Auto(L4)",4,16,20,17,17.25,25.4,20.16,"R",,,,,,,,,,1058,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.3,6,"Manual(M5)",4,15,18,16,16.5,22.7,18.81,"R",,,,,,,,,,1125,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.8,8,"Auto(L4)",4,15,18,16,16.7,23.1,19.08,"R",,,,,,,,,,1125,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",4.8,8,"Manual(M5)",4,15,19,16,16.6,24.2,19.33,"R",,,,,,,,,,1125,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","K1500 SIERRA 4WD",5.3,8,"Auto(L4)",4,15,18,16,16.16,22.44,18.49,"R",,,,,,,,,,1125,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","SONOMA 4WD",4.3,6,"Auto(L4)",4,16,21,18,17.7,26.3,20.75,"R",,,,,,,,,,1001,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","GMC","SONOMA 4WD",4.3,6,"Manual(M5)",4,17,22,18,18.4,27.6,21.65,"R",,,,,,,,,,1001,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","ISUZU","HOMBRE PICKUP 4WD",4.3,6,"Auto(L4)",4,16,21,18,17.7,26.3,20.75,"R",,,,,,,,,,1001,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","ISUZU","HOMBRE PICKUP 4WD",4.3,6,"Manual(M5)",4,17,22,18,18.4,27.6,21.65,"R",,,,,,,,,,1001,,"SIL",2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","MAZDA B3000 FFV - 4WD",3,6,"Auto(L4)",4,15,19,17,16.88,24.37,19.59,"R",,,,,,,,,,1058,"B34FV30E4G","CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","MAZDA B3000 FFV - 4WD",3,6,"Auto(L4)",4,11,14,12,12.5,17.98,14.49,"E",,,,,,,,,,1687,"B34FV30E4E","CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","MAZDA B3000 FFV - 4WD",3,6,"Manual(M5)",4,17,21,19,19.05,27.1,21.99,"R",,,,,,,,,,947,"B34FV30M5G",,2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","MAZDA B3000 FFV - 4WD",3,6,"Manual(M5)",4,13,16,14,14.47,20.07,16.55,"E",,,,,,,,,,1446,"B34FV30M5E",,2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","MAZDA B3000 FFV - 4WD",3,6,"Manual(M5)",4,13,16,14,19.05,27.1,21.99,"E",,,,,,,,,,1065,"RA4FV30M5E",,2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","MAZDA B4000   4WD",4,6,"Auto(L5)",4,15,19,17,17.11,24.01,19.65,"R",,,,,,,,,,1058,4.00E-04,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","MAZDA","MAZDA B4000   4WD",4,6,"Manual(M5)",4,16,20,18,18.15,25.75,20.93,"R",,,,,,,,,,1001,4.00E-04,,2,13
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER TRUCK 4WD",2.4,4,"Manual(M5)",4,18,21,19,19.54,26.87,22.28,"R",,,,,,,,,,947,,,4,13
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER TRUCK V6-4WD",3.3,6,"Auto(L4)",4,15,19,16,16.82,23.74,19.36,"R",,,,,,,,,,1125,,"CLKUP",2,13
"STANDARD PICKUP TRUCKS 4WD","NISSAN","FRONTIER TRUCK V6-4WD",3.3,6,"Manual(M5)",4,16,18,17,17.99,23.19,20.01,"R",,,,,,,,,,1058,,,2,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",2.7,4,"Auto(L4)",4,19,21,20,20.58,27.29,23.14,"R",,,,,,,,,,900,,"2MODE",4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",2.7,4,"Manual(M5)",4,17,20,18,18.71,26.06,21.43,"R",,,,,,,,,,1001,,,4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",3.4,6,"Auto(L4)",4,17,20,18,18.96,25.08,21.3,"R",,,,,,,,,,1001,,"2MODE CLKUP",4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TACOMA 4WD",3.4,6,"Manual(M5)",4,17,20,18,18.6,25.02,21.03,"R",,,,,,,,,,1001,,,4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TUNDRA 4WD",3.4,6,"Auto(L4)",4,15,18,16,17,22.7,19.17,"R",,,,,,,,,,1125,,,4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TUNDRA 4WD",3.4,6,"Manual(M5)",4,15,18,16,17.1,22.6,19.2,"R",,,,,,,,,,1125,,,4,13
"STANDARD PICKUP TRUCKS 4WD","TOYOTA","TOYOTA TUNDRA 4WD",4.7,8,"Auto(L4)",4,14,17,15,15.9,21.75,18.09,"R",,,,,,,,,,1201,,,4,13
"VANS, CARGO TYPE","CHEVROLET","ASTRO 2WD (CARGO)",4.3,6,"Auto(L4)","R",16,22,18,18.3,27.8,21.63,"R",,,,,,,,,,1001,,"CLKUP",2,14
"VANS, CARGO TYPE","CHEVROLET","ASTRO AWD (CARGO)",4.3,6,"Auto(L4)",4,16,20,17,17.25,25.4,20.16,"R",,,,,,,,,,1058,,"CLKUP",2,14
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 CHEVY VAN 2WD",4.3,6,"Auto(L4)","R",15,18,16,16.28,23.16,18.8,"R",,,,,,,,,,1125,,"CLKUP",2,14
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 CHEVY VAN 2WD",5,8,"Auto(L4)","R",14,18,16,16,23.5,18.68,"R",,,,,,,,,,1125,,"CLKUP",2,14
"VANS, CARGO TYPE","CHEVROLET","G1500/2500 CHEVY VAN 2WD",5.7,8,"Auto(L4)","R",14,18,15,15.06,22.84,17.79,"R",,,,,,,,,,1201,,"CLKUP",2,14
"VANS, CARGO TYPE","DODGE","B1500 VAN 2WD",3.9,6,"Auto(L3)","R",15,17,16,16.55,21.49,18.46,"R",,,,,,,,,,1125,,,2,14
"VANS, CARGO TYPE","DODGE","B1500 VAN 2WD",5.2,8,"Auto(L4)","R",13,19,15,14.85,23.99,17.92,"R",,,,,,,,,,1201,,"CLKUP",2,14
"VANS, CARGO TYPE","DODGE","B1500 VAN 2WD",5.9,8,"Auto(L4)","R",12,17,14,13.82,22.17,16.64,"R",,,,,,,,,,1285,,"CLKUP",2,14
"VANS, CARGO TYPE","DODGE","B2500 VAN 2WD",5.2,8,"Auto(L4)","R",13,19,15,14.4,23.8,17.51,"R",,,,,,,,,,1201,,"CLKUP",2,14
"VANS, CARGO TYPE","DODGE","B2500 VAN 2WD",5.9,8,"Auto(L4)","R",12,18,14,13.4,23.3,16.57,"R",,,,,,,,,,1285,,"CLKUP",2,14
"VANS, CARGO TYPE","FORD","E150 ECONOLINE 2WD",4.2,6,"Auto(L4)","R",14,19,16,15.6,24,18.52,"R",,,,,,,,,,1125,"4.2E-R","CLKUP",2,14
"VANS, CARGO TYPE","FORD","E150 ECONOLINE 2WD",4.6,8,"Auto(L4)","R",15,20,17,16.3,25.5,19.46,"R",,,,,,,,,,1058,"4.6E-R","CLKUP",2,14
"VANS, CARGO TYPE","FORD","E150 ECONOLINE 2WD",5.4,8,"Auto(L4)","R",15,19,16,16.2,24.5,19.11,"R",,,,,,,,,,1125,"5.4E-R","CLKUP",2,14
"VANS, CARGO TYPE","FORD","E250 ECONOLINE 2WD",4.2,6,"Auto(L4)","R",14,18,15,15.15,22.47,17.75,"R",,,,,,,,,,1201,"4.2E-R","CLKUP",2,14
"VANS, CARGO TYPE","FORD","E250 ECONOLINE 2WD",5.4,8,"Auto(L4)","R",13,18,15,14.3,22.8,17.18,"R",,,,,,,,,,1201,"5.4E-R","CLKUP",2,14
"VANS, CARGO TYPE","FORD","E250 ECONOLINE 2WD",5.4,8,"Auto(L4)","R",12,15,13,13,18.6,15.04,"C",,,,,,,,,,923,"NGV","CLKUP",2,14
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",4.3,6,"Auto(L4)","R",15,18,16,16.35,23.24,18.86,"R",,,,,,,,,,1125,,"CLKUP",2,14
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",5,8,"Auto(L4)","R",14,18,16,15.98,23.44,18.65,"R",,,,,,,,,,1125,,"CLKUP",2,14
"VANS, CARGO TYPE","GMC","G1500/2500 SAVANA 2WD CARGO",5.7,8,"Auto(L4)","R",14,18,15,15.09,22.72,17.78,"R",,,,,,,,,,1201,,"CLKUP",2,14
"VANS, CARGO TYPE","GMC","SAFARI 2WD (CARGO)",4.3,6,"Auto(L4)","R",16,22,18,18.3,27.8,21.63,"R",,,,,,,,,,1001,,"CLKUP",2,14
"VANS, CARGO TYPE","GMC","SAFARI AWD (CARGO)",4.3,6,"Auto(L4)",4,16,20,17,17.25,25.4,20.16,"R",,,,,,,,,,1058,,"CLKUP",2,14
"VANS, PASSENGER TYPE","CHEVROLET","ASTRO 2WD (PASSENGER)",4.3,6,"Auto(L4)","R",16,20,18,18,25.7,20.81,"R",,,,,,,,,,1001,,"CLKUP",2,15
"VANS, PASSENGER TYPE","CHEVROLET","ASTRO AWD (PASSENGER)",4.3,6,"Auto(L4)",4,15,19,17,16.6,24.3,19.36,"R",,,,,,,,,,1058,,"CLKUP",2,15
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 CHEVY EXPRESS 2WD",4.3,6,"Auto(L4)","R",14,18,16,15.8,22.6,18.27,"R",,,,,,,,,,1125,,"CLKUP",2,15
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 CHEVY EXPRESS 2WD",5,8,"Auto(L4)","R",14,17,15,15.5,22.2,17.94,"R",,,,,,,,,,1201,,"CLKUP",2,15
"VANS, PASSENGER TYPE","CHEVROLET","G1500/2500 CHEVY EXPRESS 2WD",5.7,8,"Auto(L4)","R",14,18,15,15,23.1,17.81,"R",,,,,,,,,,1201,,"CLKUP",2,15
"VANS, PASSENGER TYPE","DODGE","B1500 WAGON 2WD",3.9,6,"Auto(L3)","R",14,16,15,15.8,20.8,17.72,"R",,,,,,,,,,1201,,,2,15
"VANS, PASSENGER TYPE","DODGE","B1500 WAGON 2WD",5.2,8,"Auto(L4)","R",13,19,15,14.4,23.8,17.51,"R",,,,,,,,,,1201,,"CLKUP",2,15
"VANS, PASSENGER TYPE","DODGE","B2500 WAGON 2WD",5.2,8,"Auto(L4)","R",12,15,13,13.2,19.7,15.5,"R",,,,,,,,,,1384,,"CLKUP",2,15
"VANS, PASSENGER TYPE","DODGE","B2500 WAGON 2WD",5.9,8,"Auto(L4)","R",12,18,14,13.2,22.8,16.29,"R",,,,,,,,,,1285,,"CLKUP",2,15
"VANS, PASSENGER TYPE","FORD","E150 CLUB WAGON",4.2,6,"Auto(L4)","R",14,17,15,15.1,22.3,17.67,"R",,,,,,,,,,1201,"4.2E-R","CLKUP",2,15
"VANS, PASSENGER TYPE","FORD","E150 CLUB WAGON",4.6,8,"Auto(L4)","R",14,19,16,15.8,24.1,18.7,"R",,,,,,,,,,1125,"4.6E-R","CLKUP",2,15
"VANS, PASSENGER TYPE","FORD","E150 CLUB WAGON",5.4,8,"Auto(L4)","R",13,17,15,14.5,22.1,17.15,"R",,,,,,,,,,1201,"5.4E-R","CLKUP",2,15
"VANS, PASSENGER TYPE","GMC","G1500/2500 SAVANA PASSENGER",4.3,6,"Auto(L4)","R",14,18,16,15.8,22.6,18.27,"R",,,,,,,,,,1125,,"CLKUP",2,15
"VANS, PASSENGER TYPE","GMC","G1500/2500 SAVANA PASSENGER",5,8,"Auto(L4)","R",14,17,15,15.5,22.2,17.94,"R",,,,,,,,,,1201,,"CLKUP",2,15
"VANS, PASSENGER TYPE","GMC","G1500/2500 SAVANA PASSENGER",5.7,8,"Auto(L4)","R",14,18,15,15,23.1,17.81,"R",,,,,,,,,,1201,,"CLKUP",2,15
"VANS, PASSENGER TYPE","GMC","SAFARI 2WD (PASSENGER)",4.3,6,"Auto(L4)","R",16,20,18,18,25.7,20.81,"R",,,,,,,,,,1001,,"CLKUP",2,15
"VANS, PASSENGER TYPE","GMC","SAFARI AWD (PASSENGER)",4.3,6,"Auto(L4)",4,15,19,17,16.6,24.3,19.36,"R",,,,,,,,,,1058,,"CLKUP",2,15
"SPECIAL PURPOSE VEHICLE 2WD","FORD","POSTAL VEHICLE",4,6,"Auto(L5)","R",16,18,17,17.4,23.2,19.61,"R",,,,,,,,,,1058,"EX2US40E5G","CLKUP",2,17
"SPECIAL PURPOSE VEHICLE 2WD","VOLKSWAGEN","EUROVAN CAMPER",2.8,6,"Auto(L4)","F",14,19,16,15.6,24.1,18.54,"R",,,,,,,,,,1125,,"CLKUP",2,17
"SPEC PURP VEH - MINIVAN - 2WD","CHEVROLET","VENTURE FWD",3.4,6,"Auto(L4)","F",19,26,21,20.9,33,25.03,"R",,,,,,,,,,857,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","CHRYSLER","TOWN & COUNTRY 2WD",3.3,6,"Auto(L4)","F",17,24,20,19.4,30.5,23.2,"R",,,,,,,,,,900,"FFV","CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","CHRYSLER","TOWN & COUNTRY 2WD",3.3,6,"Auto(L4)","F",17,24,20,19.4,30.5,23.2,"R",,,,,,,,,,900,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","CHRYSLER","TOWN & COUNTRY 2WD",3.8,6,"Auto(L4)","F",17,24,20,19.2,30.5,23.04,"R",,,,,,,,,,900,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",2.4,4,"Auto(L3)","F",20,26,22,22,33.2,25.94,"R",,,,,,,,,,819,,,4,20
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",3,6,"Auto(L4)","F",18,25,21,19.96,31.83,23.99,"R",,,,,,,,,,857,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",3.3,6,"Auto(L4)","F",18,25,21,20.27,32.05,24.29,"R",,,,,,,,,,857,"FFV","CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",3.3,6,"Auto(L4)","F",18,25,21,20.27,32.05,24.29,"R",,,,,,,,,,857,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",3.8,6,"Auto(L4)","F",17,24,20,19.2,30.5,23.04,"R",,,,,,,,,,900,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","DODGE","CARAVAN 2WD",3.8,6,"Auto(L4)","F",17,24,19,18.8,30.2,22.65,"R",,,,,,,,,,947,,"VMODE CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","FORD","WINDSTAR FWD CARGO VAN",3,6,"Auto(L4)","F",17,23,19,18.65,29.8,22.42,"R",,,,,,,,,,947,"3.0W-F","CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","FORD","WINDSTAR FWD CARGO VAN",3.8,6,"Auto(L4)","F",18,23,20,19.7,29,23.02,"R",,,,,,,,,,900,"3.8E-F","CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","FORD","WINDSTAR FWD WAGON",3,6,"Auto(L4)","F",17,23,19,18.65,29.8,22.42,"R",,,,,,,,,,947,"3.0W-F","CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","FORD","WINDSTAR FWD WAGON",3.8,6,"Auto(L4)","F",17,23,19,18.85,29.5,22.51,"R",,,,,,,,,,947,"3.8E-F","CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","HONDA","ODYSSEY",3.5,6,"Auto(L4)","F",18,25,21,19.79,32.55,24.03,"R",,,,,,,,,,857,"SOHC-VTEC",,4,20
"SPEC PURP VEH - MINIVAN - 2WD","MAZDA","MPV",2.5,6,"Auto(L4)","F",18,23,20,19.75,29.17,23.11,"R",,,,,,,,,,900,,"CLKUP",4,20
"SPEC PURP VEH - MINIVAN - 2WD","MERCURY","VILLAGER FWD WAGON",3.3,6,"Auto(L4)","F",17,24,19,18.91,30.41,22.78,"R",,,,,,,,,,947,"3.3N-F","CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","NISSAN","QUEST",3.3,6,"Auto(L4)","F",17,24,20,18.98,30.97,22.98,"R",,,,,,,,,,900,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","OLDSMOBILE","SILHOUETTE FWD",3.4,6,"Auto(L4)","F",19,26,21,20.9,33,25.03,"R",,,,,,,,,,857,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","PLYMOUTH","VOYAGER 2WD",2.4,4,"Auto(L3)","F",20,26,22,22,33.2,25.94,"R",,,,,,,,,,819,,,4,20
"SPEC PURP VEH - MINIVAN - 2WD","PLYMOUTH","VOYAGER 2WD",3,6,"Auto(L4)","F",18,25,21,19.96,31.83,23.99,"R",,,,,,,,,,857,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","PLYMOUTH","VOYAGER 2WD",3.3,6,"Auto(L4)","F",18,25,21,20.3,32.1,24.32,"R",,,,,,,,,,857,,"CLKUP",2,20
"SPEC PURP VEH - MINIVAN - 2WD","PLYMOUTH","VOYAGER 2WD",3.3,6,"Auto(L4)","F",18,25,21,20.3,32.1,24.32,"R",,,,,,,,,,857,"FFV","CLKUP",2,20
